1.4790452e-01	1.5739469e-01	1.6688195e-01	1.7965804e-01	1.7644204e-01	1.8084933e-01	1.8301962e-01	1.8345704e-01	1.8536250e-01	1.8615598e-01	6.3909391e-01	6.5543668e-01	6.5608705e-01	6.5592463e-01	6.5792094e-01	6.6825997e-01	6.6194445e-01	6.6057729e-01	6.6263263e-01	6.6121275e-01	6.3008869e-01	6.1879449e-01	6.2198309e-01	6.1508281e-01	6.1104398e-01	6.2034442e-01	6.3122121e-01	6.3368171e-01	6.2858117e-01	6.2592442e-01	5.6413818e-01	5.6892189e-01	5.6752203e-01	5.6775288e-01	5.6568049e-01	5.6267691e-01	5.5960293e-01	5.6190278e-01	5.6550236e-01	5.5998079e-01	1.0000000e+00
1.1003109e-01	1.1597054e-01	1.2326299e-01	1.2355218e-01	1.2487000e-01	1.2789382e-01	1.2690964e-01	1.2786768e-01	1.3158341e-01	1.5467591e-01	5.9689280e-01	6.0415676e-01	6.1378298e-01	6.3071955e-01	6.3578026e-01	6.3672671e-01	6.3392303e-01	6.3971063e-01	6.4209185e-01	6.7105365e-01	4.6318707e-01	4.6886200e-01	4.8865061e-01	4.8624665e-01	4.6634526e-01	4.6881533e-01	4.6594500e-01	4.5169340e-01	4.5967728e-01	4.7450505e-01	4.4648872e-01	4.5219822e-01	4.5383611e-01	4.6086877e-01	4.4999673e-01	4.4875624e-01	4.4118301e-01	4.4040320e-01	4.4359107e-01	4.5103615e-01	1.0000000e+00
1.7450573e-01	1.8480696e-01	1.9080706e-01	2.0678279e-01	2.2152266e-01	2.2415717e-01	2.3136644e-01	2.3360386e-01	2.3807869e-01	2.3629099e-01	7.1633090e-01	7.3117203e-01	7.3596591e-01	7.4720366e-01	7.3911142e-01	7.2885644e-01	7.2637452e-01	7.3020488e-01	7.1909049e-01	7.1695122e-01	6.7261159e-01	6.8052817e-01	6.9102235e-01	6.8822185e-01	6.7448327e-01	6.6395447e-01	6.5580819e-01	6.4547968e-01	6.3029984e-01	6.2671098e-01	5.6485203e-01	5.5595667e-01	5.5360588e-01	5.5073616e-01	5.3746981e-01	5.2970341e-01	5.1563834e-01	5.0716364e-01	5.0496543e-01	4.9920230e-01	1.0000000e+00
0.0000000e+00	6.3470136e-03	1.2113986e-02	2.1068522e-02	3.5551435e-02	4.9735211e-02	5.6277048e-02	5.5055490e-02	7.0805033e-02	9.1448476e-02	5.9893132e-01	6.0389140e-01	5.9477215e-01	5.8904875e-01	5.8461469e-01	5.8064233e-01	5.7968218e-01	5.7554702e-01	5.6717202e-01	5.6853288e-01	5.1046337e-01	5.2839696e-01	5.3379845e-01	5.4192211e-01	5.4221000e-01	5.3670762e-01	5.2935817e-01	5.3465881e-01	5.4859485e-01	5.5542545e-01	4.8433161e-01	4.9037987e-01	4.9517634e-01	5.0576117e-01	5.1071475e-01	5.2410715e-01	5.2033034e-01	5.2176886e-01	5.3710385e-01	5.4823593e-01	1.0000000e+00
4.3140843e-01	4.2919075e-01	4.4049298e-01	4.4523212e-01	4.4403405e-01	4.4576184e-01	4.4299992e-01	4.4399730e-01	4.6022242e-01	4.7951223e-01	9.2722935e-01	9.1148216e-01	8.9967291e-01	8.8354576e-01	8.7737969e-01	8.7199160e-01	8.6774981e-01	8.7096585e-01	8.7706895e-01	8.8666418e-01	9.0822199e-01	9.1336615e-01	9.1786417e-01	9.2323192e-01	9.1829954e-01	9.1199985e-01	9.1646310e-01	9.2153686e-01	9.2288801e-01	9.2579823e-01	6.6759784e-01	6.6882045e-01	6.7372726e-01	6.7802401e-01	6.7432971e-01	6.6378829e-01	6.6588568e-01	6.6758906e-01	6.7532848e-01	6.8298734e-01	1.0000000e+00
1.5947438e-01	1.4111599e-01	1.2882800e-01	1.2561616e-01	1.2423311e-01	1.2056035e-01	1.1284163e-01	1.0802641e-01	1.0776174e-01	1.0600930e-01	7.5765926e-01	7.4987333e-01	7.2447586e-01	7.1402603e-01	7.0995558e-01	7.1411876e-01	6.9729756e-01	6.7901535e-01	6.6120986e-01	6.4857542e-01	6.9262567e-01	6.7159147e-01	6.5210682e-01	6.5330556e-01	6.5826579e-01	6.5875853e-01	6.6176720e-01	6.5269286e-01	6.6743424e-01	6.9580193e-01	5.9738498e-01	5.9177151e-01	5.8944154e-01	5.9580348e-01	5.9644379e-01	6.0134687e-01	5.9478191e-01	5.8021790e-01	5.7723631e-01	5.7599678e-01	1.0000000e+00
1.0776428e-02	1.2111590e-02	2.6938020e-02	4.6694342e-02	6.1753540e-02	7.0819469e-02	6.4708697e-02	6.6172051e-02	5.8292710e-02	5.8484898e-02	4.7134440e-01	4.7797666e-01	4.7930361e-01	4.9346204e-01	5.0866468e-01	5.1922407e-01	5.2273962e-01	5.1777839e-01	5.2482657e-01	5.3538693e-01	5.2794557e-01	5.3997395e-01	5.6260224e-01	5.6479206e-01	5.7743512e-01	5.8022761e-01	5.8675541e-01	5.8483078e-01	5.8535472e-01	5.8857434e-01	3.9898358e-01	4.0314244e-01	4.0686995e-01	4.1904868e-01	4.2880295e-01	4.3820864e-01	4.3697305e-01	4.3872132e-01	4.4595544e-01	4.4854078e-01	1.0000000e+00
1.3267909e-01	1.2403236e-01	1.1969909e-01	1.1428701e-01	1.1640711e-01	1.2769657e-01	1.4154028e-01	1.5679331e-01	1.7129017e-01	1.8631521e-01	8.2319774e-01	8.1349824e-01	7.9272265e-01	7.8974692e-01	7.9388800e-01	8.0284597e-01	8.0306486e-01	8.0667204e-01	8.1929413e-01	8.2607267e-01	6.8615263e-01	6.7476371e-01	6.5350639e-01	6.4251374e-01	6.3159297e-01	6.4439883e-01	6.5477565e-01	6.6532263e-01	6.6540161e-01	6.7564052e-01	5.7908036e-01	5.7962823e-01	5.7894623e-01	5.7337796e-01	5.6556813e-01	5.6592832e-01	5.7191528e-01	5.8034565e-01	5.8189020e-01	5.8962043e-01	1.0000000e+00
1.5463057e-01	1.4847295e-01	1.6734337e-01	1.6986082e-01	1.7198924e-01	1.7435634e-01	1.8422840e-01	1.9411431e-01	2.0032674e-01	2.0399514e-01	6.7363174e-01	6.7405167e-01	6.9297807e-01	6.9263679e-01	6.9715055e-01	6.9428964e-01	6.9802887e-01	7.0226510e-01	7.0271340e-01	7.0523378e-01	7.2666772e-01	7.1846495e-01	7.1798977e-01	7.0943661e-01	7.1448626e-01	7.2619374e-01	7.3611953e-01	7.4633377e-01	7.4741291e-01	7.4435308e-01	6.0987388e-01	6.1128966e-01	6.1838328e-01	6.1893608e-01	6.1811456e-01	6.1677851e-01	6.1946946e-01	6.2203934e-01	6.1884197e-01	6.1889390e-01	1.0000000e+00
3.0063189e-01	2.8511286e-01	2.5937005e-01	2.4913566e-01	2.4226475e-01	2.3823699e-01	2.3613256e-01	2.4307896e-01	2.4327346e-01	2.1812963e-01	7.0425383e-01	6.9329831e-01	6.8530989e-01	6.7597072e-01	6.8258495e-01	6.7832407e-01	6.7516388e-01	6.8102165e-01	6.7863951e-01	6.6006991e-01	8.0030577e-01	7.8429288e-01	7.7043889e-01	7.5168404e-01	7.2839717e-01	7.2470484e-01	7.2818648e-01	7.2729006e-01	7.2881858e-01	7.2222277e-01	6.4047105e-01	6.3780566e-01	6.3041735e-01	6.1582559e-01	6.0672496e-01	6.0136630e-01	6.0403596e-01	6.0638914e-01	6.0732425e-01	5.9687248e-01	1.0000000e+00
